well_name,unique_id,rxn_id,K,Liposome_name,Mg,SecYE,Spermidine,Liposome_conc,DNA_conc,DNA_name,plate,row,col
M9,1309,157,85,DOPC+30%PE,14,0,4,3,5,Vol,3,12,8
A16,1311,159,185,DOPC,8,0.625,1,3,5,Vol,3,0,15
C5,1316,164,185,DOPC+15%PE,8,0.625,4,3,5,Vol,3,2,4
D1,1317,165,185,DOPC+15%PE,14,0,4,3,5,Vol,3,3,0
E20,1319,167,185,DOPC+30%PE,14,1.25,0.1,3,5,Vol,3,4,19
C12,1490,338,85,no_lipo,8,1.25,1,3,5,Vol,3,2,11
L18,1491,339,85,no_lipo,14,0,0.4,3,5,Vol,3,11,17
B2,1492,340,85,no_lipo,14,0.625,1,3,5,Vol,3,1,1
L21,1493,341,85,no_lipo,14,1.25,4,3,5,Vol,3,11,20
N1,1494,342,85,no_lipo,8,0,0.4,3,5,Vol,3,13,0
D6,1495,343,85,no_lipo,8,0.625,1,3,5,Vol,3,3,5
P3,1497,345,85,no_lipo,14,0,1,3,5,Vol,3,15,2
N18,1498,346,85,no_lipo,14,0.625,4,3,5,Vol,3,13,17
O16,1501,349,85,no_lipo,14,0,4,3,5,Vol,3,14,15
E17,1503,351,185,no_lipo,8,0.625,1,3,5,Vol,3,4,16
G22,1505,353,185,no_lipo,14,0,1,3,5,Vol,3,6,21
L19,1506,354,185,no_lipo,14,0.625,4,3,5,Vol,3,11,18
C2,1507,355,185,no_lipo,8,0,1,3,5,Vol,3,2,1
P23,1510,358,185,no_lipo,8,0,4,3,5,Vol,3,15,22
C22,1511,359,185,no_lipo,14,1.25,0.1,3,5,Vol,3,2,21
