well_name,unique_id,rxn_id,DNA_name,DNA_conc,K,Mg,PEG,SecYE,Liposome_name,Liposome_conc,day,plate,col,row
B3,357,21,CRCM,5,85,14,2,0.0,no_lipo,3,1,1,2,1
G3,358,22,CRCM,5,85,17,2,0.625,no_lipo,3,1,1,2,6
H23,359,23,CRCM,5,185,14,0,0.0,no_lipo,3,1,1,22,7
D4,360,24,CRCM,5,185,17,0,0.625,no_lipo,3,1,1,3,3
E17,361,25,CRCM,5,185,20,0,0.625,no_lipo,3,1,1,16,4
G7,362,26,CRCM,5,185,20,0,1.25,no_lipo,3,1,1,6,6
D13,363,27,CRCM,5,235,23,0,1.25,no_lipo,3,1,1,12,3
H11,364,28,CaM,5,85,17,1,0.0,no_lipo,3,1,1,10,7
F19,365,29,CaM,5,85,20,1,0.0,no_lipo,3,1,1,18,5
E8,366,30,CaM,5,185,14,2,0.0,no_lipo,3,1,1,7,4
M8,367,31,CaM,5,185,20,0,0.0,no_lipo,3,1,1,7,12
K14,368,32,CaM,5,185,23,0,0.0,no_lipo,3,1,1,13,10
P18,369,33,CaM,5,235,14,2,0.0,no_lipo,3,1,1,17,15
P20,370,34,CaM,5,235,23,0,0.0,no_lipo,3,1,1,19,15
P3,371,35,Glut,5,85,20,1,1.25,no_lipo,3,1,1,2,15
F14,372,36,Glut,5,85,23,1,1.25,no_lipo,3,1,1,13,5
K24,373,37,Glut,5,135,8,0,0.0,no_lipo,3,1,1,23,10
P6,374,38,Glut,5,135,20,0,0.0,no_lipo,3,1,1,5,15
C11,375,39,Glut,5,185,20,0,0.0,no_lipo,3,1,1,10,2
H17,376,40,Glut,5,185,23,0,0.0,no_lipo,3,1,1,16,7
I23,377,41,Glut,5,235,23,0,0.0,no_lipo,3,1,1,22,8
L5,378,42,Blank,0,135,14,0,0.0,no_lipo,3,1,1,4,11
L19,379,43,Blank,0,135,14,0,0.0,no_lipo,3,1,1,18,11
G2,380,44,Blank,0,135,14,2,0.0,no_lipo,3,1,1,1,6
I5,381,45,Blank,0,135,14,2,0.0,no_lipo,3,1,1,4,8
P1,382,46,Blank,0,235,23,2,0.0,no_lipo,3,1,1,0,15
I11,383,47,Blank,0,235,23,2,0.0,no_lipo,3,1,1,10,8
